,cluster_label,tags,tags_keybert,content
3141,249,"['environmental ecosystem', 'conservation', 'bumblebees']","['scientists', 'argentina', 'biodiversity', 'bumblebees', 'instagram', 'facebook', 'bumblebee', 'twitter', 'vickycampopiano', 'website', 'science', 'research', 'scientific']","Citizen science on monitoring and conservation of native and exotic bumblebees: ""Vi un abejorro""
Contributory project: It is designed by scientists, and citizens participate in data collection.
Overall goal: Contribute to knowledge through citizen monitoring of the population status of the 8 native species of bumblebees in Argentina. Study the advance of two invasive species in Argentina. Specific: Study the population status of the species B. dahlbomii (endangered). Record abundance, associated flowers, and occurrence of different bumblebee species in Argentina. Promote society engagement in the scientific process and to communicate the potential problems of biological invasions.
Description of citizen participation Participants send photos of the bumblebees they see and report how many they saw, the date, the place (city/province), and on what flowers in the different platforms of the project (Instagram, Twitter and Facebook), via WhatsApp or through the website, where they can complete a sighting form according to the region of the country they are.
Time frame. 05/20/2021 - N/A
Project leaders. Victoria Campopiano Robinson (National University of Comahue, Argentina). (Biodiversity and Environment Research Institute, INIBIOMA in Spanish, CONICET, National University of Comahue, Argentina). Marina Arbetman (INIBIOMA-CONICET, National University of Comahue, Argentina).
Contact information. Email: vickycampopiano@gmail.com; ezattara@comahue-conicet.gob.ar; marbetman@comahue-conicet.gob.ar Web: www.abejorros.ar Instagram, Twitter, and Facebook: @ViUnAbejorro WhatsApp: +542944694643"
3142,249,"['environmental ecosystem', 'environmental education', 'water conservation', 'aquatic fauna', 'native fauna']","['scientists', 'fish', 'environmental', 'ichthyological', 'youtube', 'ecosystems', 'pools', 'argentina', 'research', 'science', 'fauna', 'wetland', 'aquatic', 'database', 'university', 'biological', 'scientific', 'geothermal']","Citizen science on invasive exotic fish and native aquatic fauna: ""Peces de la Puna Argentina""
Contributory project: It is designed by scientists, and citizens participate in data collection.
Overall goal: Learn more about fish and water quality in the Puna, thanks to the knowledge and experiences of the Indigenous Peoples, nearby schools, and other participants. Develop and disseminate natural history biological approaches on each species present in the Puna and on aquatic ecosystems. Specific goals: Monitor the invasion of exotic fish in the Puna. Assess the importance of fish for local communities and for Indigenous Peoples in the Puna.
Description of citizen participation Citizens are responsible for: 1- Surveying in the field various natural pools and geothermal springs with the names provided by citizens and translated into geo-referenced data. 2- Categorizing these sites according to water usage (agricultural-livestock, domestic, etc.). 3- Identifying springs with and without fish using illustrated species guides. 4- Loading the information into a database using different fields, such as town, coordinates, fish species and density, date and time, environmental characteristics, and water usage. In this way, the local population will help to gain a real understanding of the distribution and natural history of the fish in the Puna. This knowledge will not only be a valuable scientific contribution from a different perspective but will also be a tool for the people of the Puna to argue in the future, based on hard data, about the impact caused by certain anthropogenic activities and, in particular, inadequately regulated extractive activities. In addition, it will eventually be possible to relate them to global climate change, especially in these fragile high-altitude wetland ecosystems whose aquifers depend on glacier water contributions during spring and summer. 
Time frame. 07/08/2016 - N/A
Project leaders. Guadalupe Contreras, Andean Ichthyological Center (CIA)/National University of Catamarca (UNCA) • Julieta Andreoli, CIA/UNCA • Luis Fernández, National Scientific and Technical Research Council (CONICET) and CIA/UNCA
Contact information. Email: guadytsx@gmail.com Youtube: https://www.youtube.com/watch?v=4dXiMH9mqnc"
3143,249,"['environmental ecosystem', 'conservation', 'biology']","['biology', 'facebook', 'conservation', 'citizens', 'photographs', 'leaders', 'participate', 'scientific', 'science', 'participation', 'participants', 'recordings', 'landowner', 'collecting', 'posting', 'goals', 'proyecto', 'observers', 'environment', 'goal']","Citizen science on general biology of species and measures for its conservation: ""Proyecto Asio""
Co-created project: Citizens participate in all stages of the scientific process
Overall goal: Collect information to know the general biology of the species in Argentina and adopt measures for its conservation. Specific goals: Learn about the current status of the species and its conservation problems. Understand the distribution, habitat and threats to the species by province. Prepare an annual report based on the information obtained from the observers' records.
Description of citizen participation In some cases, citizens participate by raising conservation issues for certain populations. In addition, they are responsible for collecting data from species observations, posting the records in a Facebook group. Participants are requested to upload photographs and include geographic location, coordinates, description of the environment, possible disturbances and number of birds. In the case of a nesting record, the number of eggs or chicks and their description should be added. If the recordings are conducted in areas that could become potential protected areas, citizens will coordinate future conservation efforts involving the project and the landowner.
Time frame.05/04/2012 - N/A
Project leaders. Alejandro Morici, Fundación Azara.
Contact information. Web: https://proyectoasio.wordpress.com/ Facebook: https://www.facebook.com/groups/proyectoasio"
3144,249,"['public policy planning', 'water management', 'transportation', 'commerce', 'sediment management']","['hydrometeorological', 'hydrology', 'riverbed', 'river', 'argentina', 'rivers', 'hydraulics', 'reservoirs', 'research', 'sediments', 'sedimentation', 'google', 'twitter', 'water', 'tools', 'chocancharava', 'web', 'scientific', 'science', 'flood']","Citizen science on sustainable aggregates management in rivers and reservoirs: ""MASARE""
Co-created project: Citizens participate in all stages of the scientific process
Overall goal: Make progress in the spatial and temporal characterization of sediment transport dynamics in bodies of water in the area of the Río Cuarto (Cuarto River) (Chocancharava), province of Córdoba, Argentina. Specific goals: Determine quantity, quality and size of sediments transported in bodies of water. Characterize spatial and temporal variation in the size of bottom sediment transported in bodies of water. Estimate the rate of bottom sediment transport and suspension in the study area. Transfer the information obtained and the tools developed to sand mine representatives to improve their commercial activities and optimize aggregates extraction. Transfer the information obtained and the tools developed to management agencies to adopt measures to mitigate the impacts of erosion and/or sedimentation generated by inadequate sediment management. 
Description of citizen participation Operators of mechanical sand mines installed on the Río Cuarto riverbed in the province of Córdoba, Argentina, are participating in the first stage of this project on behalf of the community. The work methodology is defined in a co-creative process based on continuous feedback, which includes all stakeholders (representatives of the community, management agencies and academic and research institutions). Furthermore, sand mine operators, with extensive experience in the system under study, make significant technical and scientific contributions related to the evolution over time of the different processes to be studied (hydrology, hydraulics, sediment transport, etc.). More specifically, every month, sand mine operators take bed and suspended sediment samples and repeat this procedure after major flood events. Additionally, operators report rainfall using instrumentation located in each sand mine to correlate the evolution of sediment transport characteristics with existing hydrometeorological conditions. Representatives of academic and research institutions process the samples. The results are then transferred to the community and management agencies for analysis, and to jointly define and evaluate public policies. 
Time frame. 10/01/2021– N/A
Project leaders. Carlos Marcelo García Rodríguez, School of Exact, Physical and Natural Sciences (FCEFyN), National University of Córdoba (UNC) and the National Scientific and Technical Research Council (CONICET) in Argentina. • Rocío Bianchi, Institute of Advanced Studies in Engineering and Technology (IDIT), CONICE
Contact information. Email: masareproyecto@gmail.com; carlos.marcelo.garcia@unc.edu.ar; rbianchi@mi.unc.edu.ar Web: sites.google.com/view/proyectomasare/ Twitter: twitter.com/ProyectoMasare"
3145,249,"['environmental ecosystem', 'environmental education', 'fauna', 'birds']","['ovenbirds', 'ovenbird', 'scientists', 'instagram', 'ornithology', 'facebook', 'nithology', 'twitter']","Citizen science on ovenbirds: ""Hornero""
Contributory project: It is designed by scientists, and citizens participate in data collection.
Overall goal: Collect and analyze observations of ovenbird nests (Furnarius rufus) from southern South America with a mobile application to learn more about this typical bird. Specific goals: Explain the asymmetries in the nests of southern South American ovenbirds. Explain nest building behaviors and nest structures among southern South American ovenbirds.
Description of citizen participation Using a mobile application, citizens are asked to report the observed nests, their location and some of their characteristics; in addition, they are asked to share photos. Data collection is simple and dynamic. Data can be uploaded in urban, rural, or natural areas.
Time frame. 10/24/2019 - 10/24/2020
Project leaders. Lucia Mentesana, Max Planck Institute for Ornithology. • Nicolas Adreani, University of Vienna & Max Planck Institute for Ornithology
Contact information. EMAIL. nidohorneros@gmail.com; luciamentesana@gmail.com; mn.adreani@gmail.com Social media. @nidohorneros on Facebook, Twitter and Instagram"
3146,249,"['environmental education', 'Weather', 'hailstone', 'environmental monitoring']","['hailstorms', 'hailstorm', 'scientists', 'hailstones', 'geolocation', 'astronomy', 'hailstone', 'storms', 'gmail', 'argentina', 'email', 'meteorological', 'physics', 'arena', 'forecasting', 'citizens', 'science', 'university', 'hailsto', 'scientific']","Citizen science on hailstorm record and collection of hailstones: ""Cosecheros de granizo""
Contributory project: It is designed by scientists, and citizens participate in data collection.
Overall goal Record hailstorms, collect hailstones and produce severe hailstorm data for forecasting programs. Specific goals • To disseminate scientific information about severe storms in the region and the importance of scientific collaboration of citizens in the study of the phenomenon. • In the app ‘Cosecheros de Granizos Córdoba’ (Hailstone Collectors from Córdoba, Argentina) citizens register the geolocation and time of hailstorms as accurately as possible. They can attach photographs and/or save hailstone samples at home, which will later be collected in an annual hailstone collection campaign. Hailstones should be stored in the freezer inside closed plastic bags with as little air as possible, at a temperature of -13 °C or lower. • Open data: For the general public. (Please, request data from granizoscba@gmail.com).
Description of citizen participation In the app ""Cosecheros de Granizos Córdoba” (Hailstone Collectors from Córdoba, Argentina) citizens register the geolocation and time of hailstorms as accurately as possible. They may attach photographs and/or save hailstone samples at home, which will later be collected in an annual hail collection campaign. Hailstones should be stored in the freezer in closed plastic bags with as little air as possible, at a temperature of -13°C or lower.
Time frame. 10/1/2018-31/ 3/ 2021
Project leaders. Lucía Elizabeth Arena, Atmospheric Physics Group, School of Mathematics, Astronomy, Physics and Computer Studies (FAMAF) / National University of Córdoba (UNC) and the Hydro-Meteorological Observatory of Córdoba (OHMC).
Contact information. Email: lucia.arena@unc.edu.ar"
3147,249,"['air pollution', 'environmental education', 'public health', 'odor polution']","['landfills', 'facebook', 'landfill', 'scientists', 'mobile', 'email', 'databases', 'database', 'polluting', 'odor']","Citizen science on landfill odor monitoring and warning: ""Alerta buen aire""
Contributory project: It is designed by scientists, and citizens participate in data collection.
Overall goal: Monitor odors from landfills and other polluting sources. Specific goals: Develop a mobile application for reporting odor nuisance. Geolocate reports from citizens. Build up a long-term database. Study and analyze the reporting database cross-referenced with meteorological databases.
Description of citizen participation Citizen participation consists of data collection. At this stage, upon identifying a disturbing odor, users can log in to the mobile application and report it by filling out a standardized form, where the probable source of the odor, basic descriptors and perceived intensity are recorded. The application will capture this data and record the mobile device's location. The data will be stored in an open database that can then be cross-referenced with meteorological databases. This helps to correlate citizen detection and warning of nuisance odors linked to wind, temperature, humidity, and pressure conditions, for subsequent analysis (source identification, frequency of disturbance occurrence among the population, etc.).
Project leaders. Guillermo Jorge, Institute of Science / National University of General Sarmiento (UNGS).
Contact information. Email: gjorge@campus.ungs.edu.ar Facebook: https://www.facebook.com/Alerta-Buen-Aire-UNGS-104899632055411"
3148,249,"['monitoring', 'road traffic safety', 'transportation']","['argentina', 'documentary', 'website', 'traffic', 'accidents', 'interviews']","Citizen science on monitoring of road collisions
Co-created project: Citizens participate in all stages of the scientific process.
Overall goal: Survey the number and type of road accidents that occurred in the city of Chacabuco, Buenos Aires, Argentina, between 2006 and 2011. Specific goal: Evaluate the effects of Chacabuco’s traffic layout design on the road accidents surveyed and develop proposals for improvement.
Description of citizen participation Participants -professionals from different disciplines and areas- collected local documentary sources, specifically from the ViveChacabuco website, where detailed information on the different road accidents was provided daily. In addition, they were involved in conducting interviews to local stakeholders to better understand the problem. The project's leader developed and conducted the interviews.
Time frame. 04/14/2007- 12/31/2016.
Project leaders. Architect Sebastián Inacio, Chacabuco Research Team.
Contact information: Email: sebastian_inacio@yahoo.com Web: http://equipodeinvestigacion.blogspot.com/"
3149,481,"['clean energy', 'community involment', 'hidroelectric']","['hidroelectricos', 'hidroeléctricas', 'financiamiento', 'oportunidades', 'donadas', 'pequeña', 'acompañamiento', 'proyectos', 'trabajo', 'desarrollar', 'comunidades', 'enfocado', 'miembros', 'construcción', 'comunitaria', 'asesoría', 'colectivo', 'comunidad', 'proyecto', 'realidad']","Hidroeléctrica comunitaria

El colectivo ha enfocado sus esfuerzos en dar acompañamiento, asesoría y oportunidades de financiamiento a comunidades del área rural para que puedan desarrollar proyectos hidroelectricos de pequeña escala, con el objetivo de generar energía para dichas comunidades. 
El proyecto considera el costo de las horas de trabajo donadas por los miembros de la comunidad para hacer realidad la construcción de las hidroeléctricas."
3150,249,"['education', 'public policy planning', 'sustainable development']","['researchers', 'teaching', 'research', 'workshops', 'teachers', 'science', 'education', 'scientific', 'participate', 'stakeholders', 'coordinating', 'leaders', 'participation', 'surveys', 'specialists', 'curriculum', 'development', 'diagnose', 'participants', 'staff']","Citizen science on education for sustainable development
Co-created project: Citizens participate in all stages of the scientific process.
Overall goal: Contribute to the transition to sustainable development through the co-production of knowledge aimed at localizing the SDGs. Specific goals: Diagnose the existing socioeconomic and institutional situation to localize the SDGs. Develop a localization plan for the SDGs. Incorporate Education for Sustainable Development in the curriculum of Colegio Superior 42 (CS42). Build a communications strategy to engage society around the SDGs.
Description of citizen participation Teaching staff, civil servants and social organizations participate in workshops where records are produced. The workshops will basically comprise two types depending on their participants. Type I workshops consist of researchers and municipal professionals. Type II workshops consist of civil society participants, professionals, stakeholders, specialists, and other participants deemed appropriate for better process development and promotion. In both workshops, people in charge of coordinating the project prepare a work agenda with the topics to be discussed, considering the problems that will be addressed, the hypothesis and the knowledge that they intend to process and discuss from a local perspective. The workshops are interactive and written and visual records are obtained for later use in reports and publications. In addition, in both cases, surveys are conducted to establish the starting points (baselines) of the project, involving high school and college teachers, municipal officials, and representatives of local organizations and institutions.
Time frame. 01/03/2021 - N/A
Project leaders. Alberto Cimadamore, National Scientific and Technical Research Council (CONICET, in Spanish)
Contact information. Web: https://cs42-sfe.infd.edu.ar/sitio/investigacion-proyecto/. Email: alberto.cimadamore@conicet.gov.ar"
3151,249,"['health and wellbeing', 'public health', 'city', 'noise pollution']","['researchers', 'environmental', 'research', 'teaching', 'science', 'geolocation']","Citizen science on detection of noisy environments: ""Bajemos los decibeles""
Collaborative project: Citizens participate in data collection and analysis.
Overall goal: Articulate an extension practice that strengthens open collaboration in the study of everyday phenomena and research, among researchers and citizens, especially youth. Measure environmental noise in different areas of the province of Tucumán that help determine the degree of noise pollution of the environment in which people develop their activities. Identify the level of noise in school and health environments to raise awareness of how much it can impact the health of people and animals, among other others. Specific: Promote a scientific and collaborative analysis of the environment of activities such as teaching and health to identify noise pollution and then expand the scope of study. Develop the ability to make the results obtained through research available to the community. Encourage the interpretation of the data collected and generate the appropriate space for discussion and exchange of ideas among different actors. Train for the presentation of reports to public agencies in charge of environmental decision-making and impact on society, such as municipal and provincial governments. Promote collaboration with other organizations, networks, and associations to monitor and care for the Tucumán environment. Make an approach to the cultural identity of the region from a sound perspective, that is, to identify those sounds that are typical of the region (from birdsong to business noises), in order to integrate sound to the urbanistic view of an area.
Description of citizen participation This is a proposal and part of it is in process, so some steps may change depending on previous studies. Measurements First, students from primary and secondary schools discuss, analyze, and conduct a noise pollution measurement protocol organized by researchers from the National University of Tucumán. The measurements will be conducted with cell phone applications suitable for this purpose that allow measuring sound levels and geolocation. Once the measurement is generated, the data is uploaded to a map that displays the data on a web page. The information is completed with a survey of the population of the study area (problematic areas from the point of view of noise in the microcenter of Tucumán, which will allow a first approach to the design) invited to participate through a web page. With the data obtained, students from secondary schools in the province participate in a first analysis. The proposal begins with the participation of students from high schools in the province of Tucumán and then will be offered to the community in general. After the entire process, a report will be prepared and presented to university and municipal authorities. If the participating citizens assess that the problem is serious (based on available legislation, for example), the process of proposing solutions at the municipal level begins.
Time frame. 01/03/2022 - N/A
Project leaders. Walter Diaz, research professor at UNT and director of a research project.
Contact information. Email: walter.diaz@fbqf.unt.edu.ar"
3152,481,"['access to technology & internet', 'digital solutions', 'digital education', 'inclusive education']","['unicef', 'ubicaciones', 'conectividad', 'katherine', 'ftrejoshurtado', 'comunidades', 'org', 'comerciales', 'indígena', 'tecnologías', 'segura', 'escuela', 'necesidades', 'soluciones', 'pilares', 'escuelas', 'infraestructura', 'proyecto', 'youtube', 'niños']","[UNICEF] Proyecto GIGA - Fase exploratoria
Francisco Trejos: ftrejoshurtado@unicef.org & Katherine Matthews: kmatthews@unicef.org
GIGA busca expandir la conectividad de banda ancha a través de su enfoque en cuatro pilares 
principales de trabajo: 
1) Mapear: identificar las ubicaciones y el estado de conectividad de cada 
escuela y determinar las brechas de conectividad; 
2) Conectar: respaldar la expansión de una 
infraestructura segura, confiable y adecuada para apoyar las futuras necesidades de desarrollo 
digital; 
3) Financiar: crear modelos de financiamiento que sean accesibles, sostenibles y 
específicos para cada país; 
4) Empoderar: implementar soluciones digitales de código abierto 
(open source) y garantizar que los niños, jóvenes y las comunidades aprovechen la conectividad 
para alcanzar su máximo potencial.
Las escuelas son el punto de entrada para que GIGA identifique brechas de conectividad. A través 
del mapeo escolar y el monitoreo en tiempo real de la conectividad, GIGA puede usar la escuela 
como un nodo para probar el financiamiento, los modelos comerciales y las tecnologías que 
permiten una conectividad sostenible y accesible para las escuelas y las comunidades.
Giga - Connecting Schools in Africa - YouTube
Periurbana
Rural
Indígena"
3153,481,"['digital solutions', 'open innovation', 'preservation of culture', 'digital education']","['tecnologías', 'conocimiento', 'comunicativos', 'organizadas', 'ocasionada', 'organizados', 'tecnológico', 'transferencia', 'mecanismos', 'panameño', 'medidas', 'cahuita', 'involucra', 'intercambios', 'comunicadores', 'estrategias', 'población', 'caribe', 'relativa', 'comunidades']","Cajitas Digitales 
PPD-PNUD / CEASPA
El presente proyecto espera fortalecer los procesos existentes de comunicación (interna/externa) y organización de las comunidades Buglé, Ngäbe, Bokota y campesinas en el Caribe panameño, desde el río Cahuita, en la Comarca Ngäbe-Bugle, hasta el río Belén, en el norte de la provincia de Veraguas, con la intención de producir y difundir información relativa tanto a la prevención y atención de la pandemia ocasionada por la COVID-19 como a la gobernanza y seguridad territorial. Por consiguiente, el proyecto involucra también un fuerte componente de formación, de transferencia horizontal de conocimiento tecnológico, en lo que respecta al uso de las nuevas tecnologías de la información y la comunicación (TIC), elaboración de productos comunicativos audiovisuales y digitales, entre otros, con la intención de sostener una red de comunicadores comunitarios, que puedan estar organizados y activos no sólo para la difusión de información relativa a la prevención y atención de la pandemia, sino al paso nacional siguiente que será la vacunación de la población. Es fundamental apuntalar los propios mecanismos locales de comunicación, que definitivamente ya existen, que consisten en intercambios y visitas itinerantes de los líderes y autoridades por todo el territorio, pero que debido a la pandemia y las medidas de restricción a la movilidad se vieron afectados. Es importante también que la población de las comunidades, los grupos de mujeres organizadas y líderes tengan suficiente acceso a la información, tanto acerca de lo que acontece en el territorio, sobre el conocimiento y estrategias propias en cuanto a la atención de la pandemia, como a lo que sucede fuera de allí y les impacta en sus vidas cotidianas y gobernanza territorial.

Rural
Indígena"
3154,17,"['reneweable energy', 'bio energy', 'biocoal']","['biodiesel', 'oil', 'olive', 'cook', 'leftovers', 'fuel', 'electricity', 'seeds', 'sun', 'trees', 'waste']","Syrians using olive residue as an alternative biodiesel fuel
it is now a common solution adopted in many places, we could not track down the person or community that started it 
Challenge: Scarcity of fuel, electricity Solutions: Syrian communities are now using olive waste to make fuel to heat homes during the winter, to cook, and use in commercial activities. The fuel is basically made from the olive residue called "" birin"" which is the leftover of the oil-making process. leftovers come mainly from the pulps(seeds) that are not used. This pulpy residue is pressed into the shape of cylinders dried in the sun and then 
Depends on the quantity 
7
In all places in Syria where olive trees is planted 
cheaper than regular fuel 
could be diffused only in countire whern olive trees are planted
http://arabic.news.cn/2021-11/17/c_1310316657_3.htm
DIY / open source
Yes
Product
Advance order has to be given"
3155,67,"['informal markets', 'informality', 'informal service', 'informal vehicle']","['woods', 'winter', 'wood', 'chopping', 'macedonia', 'yard']","Mobile wood cutting vehicle 
This is an informal wood cutting vehicle that is used by informal service providers in the North Macedonia. Usually teams of 2-3 people are offering the service, and spot the households where there are woods in the yard for the upcoming winter season. The service is provided for cutting and chopping the woods. Payment done in cash only.
https://www.facebook.com/groups/180485785470279/posts/1535468506638660/?comment_id=1535476239971220"
3156,164,"['financial inclusion', 'informal businesses to formal businesses', 'social entrepreneurship', 'investment']","['socioeconomic', 'socioeconómica', 'economy', 'precarious', 'pandemic', 'economic', 'financieras', 'businesses', 'financial', 'emergency', 'social', 'income', 'low', 'households', 'labor', 'problem', 'market', 'unexpected', 'merchandise', 'small']","Financial Inclusion and Savings: Policy Reappropriation
For people from low-income households, access to financing is a deep-rooted problem related to a low level of financial soundness and, in most cases, their precarious and/or temporary access to the labor market. This means that they are, mostly, in the informal sector of the economy. In this context, people use extraordinary subsidies provided by the state’s social welfare system as a means of capitalization and/or financing. This is due to the extraordinary nature of these funds, how they represent an otherwise inaccessible large sum of money for families, and the fact that they are not to be returned. Because they are not perceived as a regular income of the household economy, they are perceived and managed differently. In this case, to start a new economic activity. For instance, the Emergency Family Income (IFE, by its initials in Spanish) was repeatedly used as an individual financing strategy during the pandemic (investment capital) for new ventures such as, for example, the purchase and sale of products and/or food. It was also used to make collective purchases in which groups of people get together to lower costs or to constitute a common fund. This was a widely seen strategy during the “Mujeres en red” (Women in Network) Solutions Mapping, where we interviewed women from low-income areas in regard to their solutions to face the economic consequences of the COVID-19 pandemic. According to one of their testimonies: “We spent the first aid because we didn't think they were going to give it again. We bought merchandise, everything. Afterwards, the second time, I told my husband ‘Why don't we invest, or do something?’. He told me ‘Well, go ahead’. So, we bought clothes and he went to pick them up for me. He also did the deliveries for me.” Interview #49 young women from “Mujeres en red: soluciones financieras y de recuperación socioeconómica” (Women in Network: Financial and Socioeconomic Recovery Solutions). People who benefit from this type of money transfer policy use the amount of money received for a long-term project or economic activity that exceeds the survival or more formal expectations of the intended policy. This is why this type of strategy can be referred to as “policy reappropriation”. When these transfers are done consistently, families come to consider the amounts as an available sum of their domestic economy. Extraordinary transfers can have a bigger impact on these households, as their unexpected nature turns them into available capital that can be invested to carry out small businesses or home construction/renovations.
https://www.undp.org/es/argentina/publications/mujeres-en-red-soluciones-financieras-y-de-recuperacion-socioeconomica
https://www.undp.org/es/argentina/publications/busqueda-compartida-mapeo-de-soluciones-colaborativo-inclusion-financiera-y-recuperacion-economica https://www.undp.org/es/argentina/publications/de-cerca-inclusion-financiera-y-soluciones-territoriales
Savings"
3157,269,"['alternative energy', 'energy efficiency', 'biodigestion', 'bio energy', 'eco-efficient cooking']","['biodigesteur_menage', 'biodigesteur', 'biogaz', 'hydraulique', 'organiques', 'méthane', 'technologie', 'réseau', 'bassin', 'la', 'eau', 'animales', 'digesteur', 'crottin', 'plomberie', 'éclairage', 'garkuwa', 'porcs', 'mélange', 'cuisson']","BIODIGESTEUR_MENAGE
Le biodigesteur est un dispositif technique qui sert à la transformation des injections animales (bouse de vache et crottin de porcs) ou autres résidus organiques en biogaz. Ce gaz est utilisable pour la cuisson des aliments et de l’éclairage. Le mélange de bouse de vache et d’eau qui libère du méthane qui est un gaz qui s’accumule dans le dôme et exerce une pression sur la bouse dégradée qui transite de manière hydraulique dans le bassin de sortie. En effet, la technologie du biodigesteur est composée d’un bassin d’entrée, du digesteur, d’un dôme, d’un bassin de sortie, des fosses à compost et le réseau de plomberie qui conduit le biogaz aux différents points d’utilisation.
Contact: Sanoussi, ONG Garkuwa; cel.: +22796529510"
3158,106,"['climate resiliency', 'sustainability strategy', 'waste management']","['insects', 'biodegradable', 'fertilizer', 'insect', 'flies', 'organic', 'pilot', 'protein', 'environmentally', 'gmail']","Insect Pilot Room 
The idea is to use the enormous potential of insects for the good of the global population and to contribute to the protein challenge 2040, to meet protein needs in a way that is accessible, healthy, and environmentally friendly. The biodegradable waste is used as a raw material for feeding the larvae of flies. The production itself does not require a large amount of energy, the by-product is organic fertilizer and the process does not produce a waste. The innovator can be reached at: vedogprilep@gmail.com
https://arno.org.mk/news/winning-green-ideas-for-2022-announced-circular-economy-is-getting-closer-to-macedonian-entrepreneurs/"
3159,19,['sustainable land managemnt'],"['rainfall', 'erosion', 'environmental', 'rehabilitation', 'soils', 'agriculture', 'drainage', 'danger', 'planting', 'gullies', 'degraded', 'deep', 'rampant', 'large', 'problem', 'expanded', 'causing', 'challenges', 'sithole', 'necessary']","Ndinda Gully Rehabilitation Project 
Smallholder Market-Led Project (SMLP) - Eswatini Water and Agriculture Development Enterprise (ESWADE). Ndinda Community / Chiefdom ; Contact person, Mandla Mkhatshwa, 7615 0575. 
Samson Sithole, +268 7606 3640 Bhekisisa Mkhonta , +268 7694 1769
Please see above. 
The Ndinda Chiefdom is one of the most degraded areas characterized by large gullies. Due to the rainfall in the past season and deep soils in the area, the gully has expanded causing rampant erosion in the area. Therefore, the purpose of the solution is to solve the challenges of erosion. ACDP development with the support of UNDP revealed the challenges of SLM issues as the main ones. The solution was a result of the needs identified as part of the Chiefdom development process. This was the biggest danger which needed machinery as the problem is a result of poor drainage. The focus here was also aimed for skills transfer as the project involves local labour from the community. The aim is to also fence the place for environmental benefits such as planting of fruit trees and grass to create the necessary ground cover to prevent further erosion. 
About $570, 001. 49. 
This solution is at testing level. 
Versions of it are still being tested in a few communities around the country.

DIY / open source
Yes
Prototype
Has been co-designed for testing"
3160,17,"['biodegradable', 'environment friendly', 'agricultural waste']","['nanotechnology', 'biosystem', 'chemistry', 'university', 'environmental', 'cellulose']","Cellulose Extract for a Greener Saudi
The Nano club is a student-led initiative under the King Abdullah Institute for Nanotechnology at King Saud University. Faisal Alsubaie was one of the leaders of the club who has graduated since from the department of chemistry while Malik Alhalees and Saleh Aldeligan are in their first-year medical students. The Nano club promotes scientific research, projects, advocacy and awareness on Nano Technology. The students’ initiative stemmed from the Saudi and Middle East Green Initiative as they started thinking about the environmental state in the Kingdom in terms of its hot arid weather as well as soil conditions and irrigation efficiency.
They started searching for solutions that would suit the context by preserving water in the soil in terms of materials. While exploring different materials, they realized that some products are commercially available and currently being used, but they have some limitations. As an example, when decomposed they produce toxic materials. The students came across cellulose which is one of the plant cells' constituents that can be extracted and utilized for different uses. Cellulose is a well-exploited material and has many commercial applications such as manufacturing of papers, cotton, as well as foods and drugs preservants. Also, cellulose is a hydrophilic material meaning a material that has a high affinity for water, in addition to it having no negative impacts on the environment or humans' biosystem. The approach they have been using for fabricating cellulose-based water preserver products is safe, easily accessible in markets, and environmentally friendly. It has a 75% efficacy in terms of food grade. They had mentioned that the final product and production process is very simple that it could be done and tested in someone’s backyard.
This solution kind of solution is being implemented globally by other innovators in different regions depending on the local materials. The students started experimenting with palm tree branches which are one of the most locally available agricultural wastes. They clarified that they are not the first to use this material but what they are aiming is to be differentiated by producing a cost efficient, ecofriendly product as other similar functions found are petroleum based. By doing so, they can recycle agriculture and organic waste (such as fruits and potatoes) promoting a better environmental ecosystem. Through this initiative, they are utilizing the local waste and creating valuable products."
3161,169,"['agrotech', 'fishery']","['shrimp', 'fishtech', 'fish', 'pond']","Fish tech - an innovative hatchery
About 0.42 million people are involved in shrimp post larvae collection along the estuaries and coastline of the Bay of Bengal in Bangladesh. In Bangladesh recently Golda and Bolda shrimp have been been branded and the demand is rising. Traditional method in many hatcheries is mostly collecting brood from natural source followed by no testing in the lab. During a recent visit accelerator lab made to FishTech hatchery in Patuakhali, an innovative hatchery solution was identified that could be beneficial in large scale. These mechanisms involved lab testing, water quality testing, micro-scoping observation, pcr lab. They are also the first to introduce Zero feed in Bangladesh for rearing Golda shrimp. Creating Specific Pathogen Tolerant Variety (SPT) Fish: Because of virus infestation, 82 hatcheries in Bangladesh were shut down. It was advised from the authority to create Specific Pathogen Tolerant Variety (SPF). However, SPF cannot be created in the first try, and requires the mother fish to go through the domestication process. So, Fishtech (BD) Limited started the domestication process. A research pond was required to start the process. Availability of pond and opposition created by the pond owners delayed the whole process as the idea of bringing fish from 4-5 rivers was opposed. The fish must be parent fish, which needs to be cross bred to create F1, F2, F3, F4 generation of fish. The F4 generation becomes Specific Pathogen Tolerant Variety (SPT). The was in collaboration with WinRock and World Fish. Virus identification was done by Bangladesh Fish Research Center and Bagherhat Shrimp Center. Last year (2021) F1 generation was created with fish collected from 4 different rivers. They pla to start netting the F2 generation."
